"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"57036099999","2009-01-01","34.447119","108.751592","479.14","XIANYANG, CH","  29.1","21","  10.8","21","9999.9"," 0","999.9"," 0","  3.8","21","  2.6","21","  7.8","999.9","  33.8","*","  15.8","*"," 0.00","I","999.9","000000"
"57036099999","2009-01-02","34.447119","108.751592","479.14","XIANYANG, CH","  28.4","24","  17.5","24","9999.9"," 0","999.9"," 0","  1.6","24","  2.3","24","  3.9","999.9","  37.4","*","  19.4","*"," 0.00","I","999.9","000000"
"57036099999","2009-01-03","34.447119","108.751592","479.14","XIANYANG, CH","  30.6","24","  17.5","24","9999.9"," 0","999.9"," 0","  1.2","24","  2.3","24","  5.8","999.9","  35.6","*","  21.2","*"," 0.00","I","999.9","000000"
"57036099999","2009-01-04","34.447119","108.751592","479.14","XIANYANG, CH","  32.2","24","  19.0","24","9999.9"," 0","999.9"," 0","  1.6","24","  5.4","24","  7.8","999.9","  37.4","*","  28.4","*"," 0.00","I","999.9","000000"
"57036099999","2009-01-05","34.447119","108.751592","479.14","XIANYANG, CH","  28.5","24","  22.2","24","9999.9"," 0","999.9"," 0","  1.0","24","  2.8","24","  7.8","999.9","  33.8","*","  23.0","*"," 0.00","I","999.9","000000"
"57036099999","2009-01-06","34.447119","108.751592","479.14","XIANYANG, CH","  28.2","24","  24.1","24","9999.9"," 0","999.9"," 0","  0.9","24","  2.4","24","  5.8","999.9","  37.4","*","  19.4","*"," 0.00","I","999.9","100000"
"57036099999","2009-01-07","34.447119","108.751592","479.14","XIANYANG, CH","  25.8","24","  21.3","24","9999.9"," 0","999.9"," 0","  1.1","24","  2.6","24","  5.8","999.9","  37.4","*","  17.6","*"," 0.00","I","999.9","000000"
"57036099999","2009-01-08","34.447119","108.751592","479.14","XIANYANG, CH","  30.5","24","  12.4","24","9999.9"," 0","999.9"," 0","  5.2","24","  5.8","24"," 15.5","999.9","  46.4","*","  17.6","*"," 0.00","I","999.9","000000"
"57036099999","2009-01-09","34.447119","108.751592","479.14","XIANYANG, CH","  24.5","24","  10.2","24","9999.9"," 0","999.9"," 0","  4.6","24","  4.1","24"," 11.7","999.9","  37.4","*","  12.2","*"," 0.00","I","999.9","000000"
"57036099999","2009-01-10","34.447119","108.751592","479.14","XIANYANG, CH","  24.3","24","  10.3","24","9999.9"," 0","999.9"," 0","  3.3","24","  2.6","24","  5.8","999.9","  39.2","*","   8.6","*"," 0.00","I","999.9","000000"
"57036099999","2009-01-11","34.447119","108.751592","479.14","XIANYANG, CH","  26.9","24","  12.4","24","9999.9"," 0","999.9"," 0","  2.7","24","  2.7","24","  3.9","999.9","  39.2","*","  12.2","*"," 0.00","I","999.9","000000"
"57036099999","2009-01-12","34.447119","108.751592","479.14","XIANYANG, CH","  20.8","24","   5.2","24","9999.9"," 0","999.9"," 0","  5.2","24","  1.9","24","  5.8","999.9","  35.6","*","   6.8","*"," 0.00","I","999.9","000000"
"57036099999","2009-01-13","34.447119","108.751592","479.14","XIANYANG, CH","  24.1","24","   8.6","24","9999.9"," 0","999.9"," 0","  3.6","24","  3.1","24","  7.8","999.9","  37.4","*","   8.6","*"," 0.00","I","999.9","000000"
